,sentence,sentence_with_entity,subject_entity,object_entity,설아,보림,재윤,치영,동진
94,샴고양이를 처음 본 영국 여왕은 샴고양이의 아름다운 사파이어 색 눈에 매료되었다.,<sbj:샴고양이>를 처음 본 영국 여왕은 샴고양이의 아름다운 <obj:사파이어 색 눈>에 매료되었다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 29, 'end': 36, 'text': '사파이어 색 눈', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
95,샴고양이가 어릴적에는 털 색깔이 성묘 때와 완전히 다르다.,<sbj:샴고양이>가 어릴적에는 <obj:털> 색깔이 성묘 때와 완전히 다르다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 12, 'end': 12, 'text': '털', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
96,샴고양이의 꼬리는 길고 끝이 가늘어서 포인트가 돋보이고 우아한 느낌을 준다.,<sbj:샴고양이>의 꼬리는 길고 끝이 가늘어서 포인트가 돋보이고 <obj:우아>한 느낌을 준다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 31, 'end': 32, 'text': '우아', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
97,그 이후로 사람들은 샴고양이를 ‘고양이의 여왕’이라고 부르게 되었다.,그 이후로 사람들은 <sbj:샴고양이>를 <obj:‘고양이의 여왕’>이라고 부르게 되었다.,"{'start': 11, 'end': 14, 'text': '샴고양이', 'type': 'anm'}","{'start': 17, 'end': 25, 'text': '‘고양이의 여왕’', 'type': 'poh'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
98,샴고양이는 여왕에게 응석을 부리며 다른 일을 할 수 없게 만들었는데 잠깐이라도 자신에게 관심을 보이지 않으면 질투하고 화를 냈기 때문이었다.,<sbj:샴고양이>는 여왕에게 응석을 부리며 다른 일을 할 수 없게 만들었는데 잠깐이라도 자신에게 관심을 보이지 않으면 <obj:질투>하고 화를 냈기 때문이었다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 61, 'end': 62, 'text': '질투', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
99,샴고양이의 귀는 큰 편이고 뒷다리가 앞다리보다 길다.,<sbj:샴고양이>의 <obj:귀>는 큰 편이고 뒷다리가 앞다리보다 길다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 6, 'end': 6, 'text': '귀', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
100,1793년 독일의 자연과학자 피터 사이먼 팔라스가 카스피해를 여행하면서 그린 고양이도 샴고양이으로 알려져 있다.,1793년 독일의 자연과학자 <obj:피터 사이먼 팔라스>가 카스피해를 여행하면서 그린 고양이도 <sbj:샴고양이>으로 알려져 있다.,"{'start': 48, 'end': 51, 'text': '샴고양이', 'type': 'anm'}","{'start': 16, 'end': 25, 'text': '피터 사이먼 팔라스', 'type': 'per'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
101,"샴고양이의 털색은 다양한 편이지만, 눈은 선명한 사파이어블루색 한 가지다.","<sbj:샴고양이>의 털색은 다양한 편이지만, 눈은 선명한 <obj:사파이어블루색> 한 가지다.","{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 27, 'end': 33, 'text': '사파이어블루색', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
102,"전체적으로 회백색이나 황갈색의 짧고 가는 털로 덮여 있고 얼굴 중앙과 귀, 앞다리, 등이나 꼬리에 바탕털보다 진한 색의 포인트가 있는 것이 시암고양이의 큰 특징이다.","전체적으로 <obj:회백색>이나 황갈색의 짧고 가는 털로 덮여 있고 얼굴 중앙과 귀, 앞다리, 등이나 꼬리에 바탕털보다 진한 색의 포인트가 있는 것이 <sbj:시암고양이>의 큰 특징이다.","{'start': 78, 'end': 82, 'text': '시암고양이', 'type': 'anm'}","{'start': 6, 'end': 8, 'text': '회백색', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
103,"샴고양이가 태어날 시에는 몸 전체가 하얀색이지만 한살 무렵이 되면 검은 부분이 보다 선명해지며, 점차 진한 색깔이 나타난다.","<sbj:샴고양이>가 태어날 시에는 몸 전체가 <obj:하얀색>이지만 한살 무렵이 되면 검은 부분이 보다 선명해지며, 점차 진한 색깔이 나타난다.","{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 20, 'end': 22, 'text': '하얀색', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
104,샴고양이 또는 시암고양이는 고양이의 한 품종이다.,<sbj:샴고양이> 또는 <obj:시암고양이>는 고양이의 한 품종이다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 8, 'end': 12, 'text': '시암고양이', 'type': 'anm'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
105,"시추는 털이 2중모로 되어 있어 거의 빠지지 않으며, 식탐이 강하고 냄새가 많이 나지 않는다.","<sbj:시추>는 털이 <obj:2중모>로 되어 있어 거의 빠지지 않으며, 식탐이 강하고 냄새가 많이 나지 않는다.","{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 7, 'end': 9, 'text': '2중모', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
106,"또한 시추는 감정이 풍부하여 아이들과도 잘 어울리지만, 고집이 있어 훈련시 칭찬을 하며 훈련을 유도하는 것이 좋다.","또한 <sbj:시추>는 감정이 풍부하여 아이들과도 잘 어울리지만, <obj:고집>이 있어 훈련시 칭찬을 하며 훈련을 유도하는 것이 좋다.","{'start': 3, 'end': 4, 'text': '시추', 'type': 'anm'}","{'start': 31, 'end': 32, 'text': '고집', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
107,"시추는 어깨높이 23~27cm, 몸무게 4~7.5kg이다.","<sbj:시추>는 어깨높이 <obj:23~27cm>, 몸무게 4~7.5kg이다.","{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 9, 'end': 15, 'text': '23~27cm', 'type': 'noh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
108,"시추는 외이염과 신장염을 주의해야 하며, 슬개골 탈구도 조심해야 한다.","<sbj:시추>는 외이염과 신장염을 주의해야 하며, <obj:슬개골 탈구>도 조심해야 한다.","{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 23, 'end': 28, 'text': '슬개골 탈구', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
109,시추는 성격이 사교적이고 친근하고 영리하여 가정견으로서 인기가 높다.,<sbj:시추>는 성격이 사교적이고 친근하고 영리하여 <obj:가정견>으로서 인기가 높다.,"{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 24, 'end': 26, 'text': '가정견', 'type': 'org'}",anm:role,anm:role,anm:role,anm:role,anm:role
110,"그리고 시추는 뚱뚱하다는 의미를 가리키는 이칭인 뚱보라는 별명이 붙게 되어, 엄청 뚱뚱하다고 놀리는 경우가 많다.","그리고 <sbj:시추>는 뚱뚱하다는 의미를 가리키는 이칭인 <obj:뚱보>라는 별명이 붙게 되어, 엄청 뚱뚱하다고 놀리는 경우가 많다.","{'start': 4, 'end': 5, 'text': '시추', 'type': 'anm'}","{'start': 27, 'end': 28, 'text': '뚱보', 'type': 'poh'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
111,시추의 색상은 주로 흰색과 갈색 또는 흰색과 검은색의 조합으로 이루어져 있으며 간간이 흰색과 회색의 조합도 보인다.,<sbj:시추>의 색상은 주로 흰색과 갈색 또는 흰색과 검은색의 조합으로 이루어져 있으며 간간이 흰색과 <obj:회색>의 조합도 보인다.,"{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 52, 'end': 53, 'text': '회색', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
112,시추는 안구가 튀어나와 있어 각막에 상처를 입거나 결막염 등의 안구질환에 걸리기 쉽다.,<sbj:시추>는 안구가 튀어나와 있어 각막에 상처를 입거나 <obj:결막염> 등의 안구질환에 걸리기 쉽다.,"{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 28, 'end': 30, 'text': '결막염', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
113,하지만 시추는 '식탐'이 좀 많은 편이며 가끔 고집을 부리기도 한다.,하지만 <sbj:시추>는 <obj:'식탐'>이 좀 많은 편이며 가끔 고집을 부리기도 한다.,"{'start': 4, 'end': 5, 'text': '시추', 'type': 'anm'}","{'start': 8, 'end': 11, 'text': ""'식탐'"", 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
114,"그 외에도 시추는 늑막염이나 고지혈증, 췌장암, 폐암 등에도 주의해야 한다.","그 외에도 <sbj:시추>는 늑막염이나 고지혈증, 췌장암, <obj:폐암> 등에도 주의해야 한다.","{'start': 6, 'end': 7, 'text': '시추', 'type': 'anm'}","{'start': 27, 'end': 28, 'text': '폐암', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
115,시추는 길고 화려한 털이 특징으로 꼬리를 높이 세우고 당당하게 걷는 자태는 볼 만하다.,<sbj:시추>는 길고 화려한 털이 특징으로 꼬리를 높이 세우고 당당하게 걷는 <obj:자태>는 볼 만하다.,"{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 38, 'end': 39, 'text': '자태', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
116,열목어는 시베리아·몽골·만주·한반도의 차갑고 깨끗한 강물에서 산다.,<sbj:열목어>는 <obj:시베리아>·몽골·만주·한반도의 차갑고 깨끗한 강물에서 산다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 5, 'end': 8, 'text': '시베리아', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
117,"특히 경상북도의 열목어 서식지는 열목어가 살 수 있는 남쪽 한계지인데, 열목어가 멸종되었다가 지역 주민들이 강원도로부터 종자를 들여와 되살렸다.","특히 <obj:경상북도>의 <sbj:열목어> 서식지는 열목어가 살 수 있는 남쪽 한계지인데, 열목어가 멸종되었다가 지역 주민들이 강원도로부터 종자를 들여와 되살렸다.","{'start': 9, 'end': 11, 'text': '열목어', 'type': 'anm'}","{'start': 3, 'end': 6, 'text': '경상북도', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
118,"열목어는 여름에는 수온이 매우 낮은 깨끗한 물을 찾아가며, 수온이 내려가는 늦가을에서 겨울 동안에는 강 하류의 깊은 물 속의 얼음 밑에서 지낸다.","<sbj:열목어>는 여름에는 수온이 매우 낮은 깨끗한 물을 찾아가며, 수온이 내려가는 늦가을에서 겨울 동안에는 강 하류의 깊은 물 속의 <obj:얼음 밑>에서 지낸다.","{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 70, 'end': 73, 'text': '얼음 밑', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
119,"열목어(熱目魚, ""Brachymystax lenok tsinlingensis"")는 연어목 연어과의 민물고기이다.","<sbj:열목어>(熱目魚, <obj:""Brachymystax lenok tsinlingensis"">)는 연어목 연어과의 민물고기이다.","{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 9, 'end': 42, 'text': '""Brachymystax lenok tsinlingensis""', 'type': 'anm'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
120,열목어의 몸은 옅은 황갈색이며 크기는 100cm까지도 자라나 보통 20cm 가량이 대부분이다.,<sbj:열목어>의 몸은 옅은 황갈색이며 크기는 100cm까지도 자라나 보통 <obj:20cm> 가량이 대부분이다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 37, 'end': 40, 'text': '20cm', 'type': 'noh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
121,열목어의 어린 개체는 팽팽이라 부른다.,열목어의 <sbj:어린 개체>는 <obj:팽팽이>라 부른다.,"{'start': 5, 'end': 9, 'text': '어린 개체', 'type': 'anm'}","{'start': 12, 'end': 14, 'text': '팽팽이', 'type': 'poh'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
122,열목어는 한류성 어족으로 일생 동안 하천 상류에서만 서식하고 바다에 나가지 않는다.,<sbj:열목어>는 한류성 어족으로 일생 동안 <obj:하천 상류>에서만 서식하고 바다에 나가지 않는다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 20, 'end': 24, 'text': '하천 상류', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
123,열목어는 물에 사는 곤충 등 작은 동물을 잡아먹고 산다.,<sbj:열목어>는 물에 사는 곤충 등 <obj:작은 동물>을 잡아먹고 산다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 16, 'end': 20, 'text': '작은 동물', 'type': 'anm'}",anm:enemy,anm:enemy,anm:enemy,anm:enemy,anm:enemy
124,열목어는 몸빛이 무척 아름다워 평소에는 은빛이던 것이 산란기인 4-5월이 되면 온몸이 짙은 홍색으로 변하여 신비하면서도 고상한 색을 지닌다.,<sbj:열목어>는 몸빛이 무척 아름다워 평소에는 <obj:은빛>이던 것이 산란기인 4-5월이 되면 온몸이 짙은 홍색으로 변하여 신비하면서도 고상한 색을 지닌다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 22, 'end': 23, 'text': '은빛', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
125,"대한민국에서는 1996년 1월부터 환경부가 특정보호어종으로 지정하여 열목어를 허가없이 채취, 포획, 가공, 유통할 수 없도록 되어 있다.","대한민국에서는 1996년 1월부터 환경부가 <sbj:특정보호어종>으로 지정하여 <obj:열목어>를 허가없이 채취, 포획, 가공, 유통할 수 없도록 되어 있다.","{'start': 24, 'end': 29, 'text': '특정보호어종', 'type': 'org'}","{'start': 38, 'end': 40, 'text': '열목어', 'type': 'anm'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
126,대한민국에서는 강원도 정선군 정암사의 열목어 서식지와 경상북도 봉화군 석포면에 있는 열목어 서식지를 각각 천연기념물 73호와 74호로 지정하여 보호하고 있다.,대한민국에서는 강원도 정선군 <obj:정암사>의 <sbj:열목어> 서식지와 경상북도 봉화군 석포면에 있는 열목어 서식지를 각각 천연기념물 73호와 74호로 지정하여 보호하고 있다.,"{'start': 21, 'end': 23, 'text': '열목어', 'type': 'anm'}","{'start': 16, 'end': 18, 'text': '정암사', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
127,이 때 열목어의 등지느러미와 가슴지느러미는 아름다운 무지개빛을 낸다.,이 때 <sbj:열목어>의 <obj:등지느러미>와 가슴지느러미는 아름다운 무지개빛을 낸다.,"{'start': 4, 'end': 6, 'text': '열목어', 'type': 'anm'}","{'start': 9, 'end': 13, 'text': '등지느러미', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
128,열목어는 눈 사이·옆구리·등지느러미·기름지느러미 등에 크고 작은 자홍색의 불규칙한 작은 무늬가 흩어져 있다.,<sbj:열목어>는 눈 사이·옆구리·등지느러미·기름지느러미 등에 크고 작은 자홍색의 불규칙한 <obj:작은 무늬>가 흩어져 있다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 46, 'end': 50, 'text': '작은 무늬', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
129,현재 열목어는 환경부 멸종위기 야생생물 Ⅱ급으로 지정되어 보호받고 있다.,현재 <obj:열목어>는 환경부 <sbj:멸종위기 야생생물 Ⅱ급>으로 지정되어 보호받고 있다.,"{'start': 12, 'end': 23, 'text': '멸종위기 야생생물 Ⅱ급', 'type': 'org'}","{'start': 3, 'end': 5, 'text': '열목어', 'type': 'anm'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
130,열목어는 한국·러시아·유럽·북아메리카 등지에 서식한다.,<sbj:열목어>는 한국·러시아·유럽·<obj:북아메리카> 등지에 서식한다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 15, 'end': 19, 'text': '북아메리카', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
131,열목어는 곤충을 잡아먹으며 3~4월에 알을 낳는다.,<sbj:열목어>는 <obj:곤충>을 잡아먹으며 3~4월에 알을 낳는다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 5, 'end': 6, 'text': '곤충', 'type': 'anm'}",anm:enemy,anm:enemy,anm:enemy,anm:enemy,anm:enemy
132,옛날에는 열목어가 남한에서도 인기있는 계류 낚시감 중 하나였다고 한다.,옛날에는 <obj:열목어>가 남한에서도 인기있는 <sbj:계류 낚시감> 중 하나였다고 한다.,"{'start': 21, 'end': 26, 'text': '계류 낚시감', 'type': 'org'}","{'start': 5, 'end': 7, 'text': '열목어', 'type': 'anm'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
133,오리너구리는 오스트레일리아와 태즈메이니아섬 토종의 반수서성 단공류(單孔類) 포유류의 일종이다.,<obj:오리너구리>는 오스트레일리아와 태즈메이니아섬 토종의 반수서성 단공류(單孔類) <sbj:포유류>의 일종이다.,"{'start': 42, 'end': 44, 'text': '포유류', 'type': 'org'}","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
134,"오리너구리는 가시두더지 4종과 함께 현존하는 다섯뿐인 단공류이며, 가장 원시적인 포유류인 동시에 난생(卵生)의 번식 방법을 택하고 있는 극소수의 포유류 중 하나이다.","오리너구리는 <obj:가시두더지> 4종과 함께 현존하는 다섯뿐인 <sbj:단공류>이며, 가장 원시적인 포유류인 동시에 난생(卵生)의 번식 방법을 택하고 있는 극소수의 포유류 중 하나이다.","{'start': 30, 'end': 32, 'text': '단공류', 'type': 'org'}","{'start': 7, 'end': 11, 'text': '가시두더지', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
135,"또한 오리너구리는 오리너구리속, 오리너구리과에서도 유일하게 현재까지 명맥을 잇고 있는 종이자 모식종으로, 같은 오리너구리과에 속하는 것으로 여겨지는 다른 여러 종은 모두 화석으로만 발견된다.","또한 <obj:오리너구리>는 <sbj:오리너구리속>, 오리너구리과에서도 유일하게 현재까지 명맥을 잇고 있는 종이자 모식종으로, 같은 오리너구리과에 속하는 것으로 여겨지는 다른 여러 종은 모두 화석으로만 발견된다.","{'start': 10, 'end': 15, 'text': '오리너구리속', 'type': 'org'}","{'start': 3, 'end': 7, 'text': '오리너구리', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
136,오리너구리는 태즈메이니아섬을 포함한 오스트레일리아의 동부에 서식한다.,<sbj:오리너구리>는 <obj:태즈메이니아섬>을 포함한 오스트레일리아의 동부에 서식한다.,"{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 13, 'text': '태즈메이니아섬', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
137,"오리너구리는 인공번식으로 개체 수를 불리는 것이 어렵고 환경 파괴와 수질 오염에 취약하지만, 아직까지 개체 수의 폭락이나 눈에 띌 만한 위협은 보이지 않는다.","<sbj:오리너구리>는 <obj:인공번식>으로 개체 수를 불리는 것이 어렵고 환경 파괴와 수질 오염에 취약하지만, 아직까지 개체 수의 폭락이나 눈에 띌 만한 위협은 보이지 않는다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 10, 'text': '인공번식', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
138,"오리너구리가 서방 학계에 존재가 처음 알려진 것은 1798년으로, 대영 제국의 해군 장교이자 뉴사우스웨일스의 2대 총독이었던 존 헌터가 간략한 스케치와 털가죽을 본국에 보냈다.","<sbj:오리너구리>가 서방 학계에 존재가 처음 알려진 것은 1798년으로, 대영 제국의 해군 장교이자 뉴사우스웨일스의 2대 총독이었던 <obj:존 헌터>가 간략한 스케치와 털가죽을 본국에 보냈다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 70, 'end': 73, 'text': '존 헌터', 'type': 'per'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
139,"이 동물을 저서 《자연도감(""Naturalist's Miscellany"")》에 처음 기록한 조지 쇼는 해당 책을 통해 이 동물의 진위 여부를 의심하지 않을 수가 없다는 뜻을 내비쳤으며, 스코틀랜드의 동물학자 로버트 녹스는 이 동물을 아시아의 박제사가 재미로 만들었을 것이라는 추측을 드러냈다.","<sbj:이 동물>을 저서 《<obj:자연도감>(""Naturalist's Miscellany"")》에 처음 기록한 조지 쇼는 해당 책을 통해 이 동물의 진위 여부를 의심하지 않을 수가 없다는 뜻을 내비쳤으며, 스코틀랜드의 동물학자 로버트 녹스는 이 동물을 아시아의 박제사가 재미로 만들었을 것이라는 추측을 드러냈다.","{'start': 0, 'end': 3, 'text': '이 동물', 'type': 'anm'}","{'start': 10, 'end': 13, 'text': '자연도감', 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
140,공통적으로 오리너구리는 누군가가 비버와 비슷하게 생긴 설치류 동물에 억지로 오리 주둥이를 달아 놓은 가짜일 것이라는 의견이 지배적이었다.,공통적으로 <sbj:오리너구리>는 누군가가 <obj:비버>와 비슷하게 생긴 설치류 동물에 억지로 오리 주둥이를 달아 놓은 가짜일 것이라는 의견이 지배적이었다.,"{'start': 6, 'end': 10, 'text': '오리너구리', 'type': 'org'}","{'start': 18, 'end': 19, 'text': '비버', 'type': 'org'}",no_relation,no_relation,no_relation,no_relation,no_relation
141,"오리너구리를 뜻하는 영단어 플래티퍼스는 그리스어 단어인 플라투포우스에서 따온 것으로, 이 낱말은 그리스어로 '평발'을 의미한다.","<sbj:오리너구리>를 뜻하는 영단어 <obj:플래티퍼스>는 그리스어 단어인 플라투포우스에서 따온 것으로, 이 낱말은 그리스어로 '평발'을 의미한다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 15, 'end': 19, 'text': '플래티퍼스', 'type': 'poh'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
142,"쇼는 맨 처음에 오리너구리 종에 플라티푸스 아나티누스(""Platypus anatinus"")라는 학명을 부여했으나, 이미 해당 속명이 암브로시아바구미(Ambrosia Beetle)의 한 속의 이름으로 쓰이고 있다는 것을 확인한 요한 블루멘바흐는 1800년 오리너구리의 속명을 고쳤고, 그 결과 오리너구리의 학명은 오르니토린쿠스 파라독수스(""Ornithorhynchus paradoxus"")가 되었다.","쇼는 맨 처음에 <sbj:오리너구리> 종에 플라티푸스 아나티누스(""Platypus anatinus"")라는 학명을 부여했으나, 이미 해당 속명이 암브로시아바구미(Ambrosia Beetle)의 한 속의 이름으로 쓰이고 있다는 것을 확인한 요한 블루멘바흐는 1800년 오리너구리의 속명을 고쳤고, 그 결과 오리너구리의 학명은 <obj:오르니토린쿠스 파라독수스>(""Ornithorhynchus paradoxus"")가 되었다.","{'start': 9, 'end': 13, 'text': '오리너구리', 'type': 'anm'}","{'start': 174, 'end': 186, 'text': '오르니토린쿠스 파라독수스', 'type': 'anm'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
143,"현재 오리너구리는 현존하는 단공목 포유류 5종 가운데 하나로 분류되고 있으며, 동시에 오리너구리과에서는 유일하게 명맥을 잇고 있는 종으로 기록된다.","현재 <obj:오리너구리>는 현존하는 <sbj:단공목> 포유류 5종 가운데 하나로 분류되고 있으며, 동시에 오리너구리과에서는 유일하게 명맥을 잇고 있는 종으로 기록된다.","{'start': 15, 'end': 17, 'text': '단공목', 'type': 'org'}","{'start': 3, 'end': 7, 'text': '오리너구리', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
144,"호주에 세워진 최초의 영국 식민지 가운데 한 곳에서 1788-1801년 동안 부임했던 데이비드 콜린스(David Collins)는 오리너구리를 보고 두더지 종류로 추정되는 양서동물이라 기록하였으며, 오리너구리를 묘사한 간단한 그림도 남겼다.","호주에 세워진 최초의 영국 식민지 가운데 한 곳에서 1788-1801년 동안 부임했던 <obj:데이비드 콜린스>(David Collins)는 <sbj:오리너구리>를 보고 두더지 종류로 추정되는 양서동물이라 기록하였으며, 오리너구리를 묘사한 간단한 그림도 남겼다.","{'start': 73, 'end': 77, 'text': '오리너구리', 'type': 'anm'}","{'start': 48, 'end': 55, 'text': '데이비드 콜린스', 'type': 'per'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
145,"오리너구리는 앞뒤로 길쭉한 몸에 굴곡지고 넓적한 꼬리가 있으며, 부리와 발을 뺀 나머지 몸 전체가 털로 빽빽하게 뒤덮여 있다.","<sbj:오리너구리>는 앞뒤로 길쭉한 몸에 굴곡지고 넓적한 <obj:꼬리>가 있으며, 부리와 발을 뺀 나머지 몸 전체가 털로 빽빽하게 뒤덮여 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 27, 'end': 28, 'text': '꼬리', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
146,"오리너구리는 앞뒤로 길쭉한 몸에 굴곡지고 넓적한 꼬리가 있으며, 부리와 발을 뺀 나머지 몸 전체가 털로 빽빽하게 뒤덮여 있다.","<sbj:오리너구리>는 앞뒤로 길쭉한 몸에 굴곡지고 넓적한 꼬리가 있으며, 부리와 발을 뺀 나머지 몸 전체가 <obj:털>로 빽빽하게 뒤덮여 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 55, 'end': 55, 'text': '털', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
147,"오리너구리의 털 색깔은 보통 진갈색 내지는 고동색을 띠지만, 지역에 따라 노란색이나 연회색에 가까운 털 색을 지닌 개체가 발견되기도 한다.","<sbj:오리너구리>의 털 색깔은 보통 <obj:진갈색> 내지는 고동색을 띠지만, 지역에 따라 노란색이나 연회색에 가까운 털 색을 지닌 개체가 발견되기도 한다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 16, 'end': 18, 'text': '진갈색', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
